a: A a
about: about
adventure: Adventure adventure
adventures: adventures
alexis: Alexis
american: American
an: an
and: and
apes: apes
as: As as
aspirations: aspirations
author: Author
automatically: automatically
before: before
belles: belles
between: between
boat: boat
book: book
both: both
burroughs: Burroughs
by: by
canadian: Canadian
category: Category
century: century
chapters: chapters
character: character
characters: characters
civilization: civilization
civilized: civilized
clash: clash
class: Class
conflict: conflict
continues: continues
copyright: Copyright
crew: crew
curiosity: curiosity
date: Date
days: days
domain: domain
downloads: Downloads downloads
drawn: drawn
during: during
early: early
ease: ease
easy: easy
edgar: Edgar
emaciated: emaciated
embarks: embarks
english: English
events: events
exhibits: exhibits
fairly: Fairly
family: family
fantasy: Fantasy
fascination: fascination
father: father
fiction: Fiction fiction
fictitious: Fictitious
filled: filled
finds: finds
focusing: focusing
for: for
foreshadow: foreshadow
generated: generated
grade: grade
greystoke: Greystoke
harrowing: harrowing
he: he
him: him
himself: himself
his: His his
https: https
identity: identity
impact: impact
in: in
influenced: influenced
influences: influences
inherent: inherent
instincts: instincts
intertwine: intertwine
into: into
introduces: introduces
is: is
jack: Jack
journey: journey
jun: Jun
jungle: jungle
juvenile: Juvenile
lady: Lady
language: Language language
last: last
leads: leads
legacy: legacy
less: Less
lettres: lettres
life: life
like: like
literature: literature
literatures: Literatures
loc: LoC
malevolence: malevolence
man: man
marjorie: Marjorie
meanwhile: Meanwhile
morethe: Morethe
most: Most
motion: motion
much: much
named: named
narrative: narrative
navigates: navigates
note: Note
nov: Nov
novel: novel
of: of
on: on
opening: opening
own: own
page: page
paulvitch: Paulvitch
primal: primal
profoundly: profoundly
ps: PS
public: Public
pz: PZ
read: Read read
reading: Reading
recently: Recently
recounts: recounts
release: Release
rescues: rescues
rice: Rice
river: River
savage: savage
score: score
seeks: seeks
set: set
shifts: shifts
show: Show
situations: situations
son: Son son
speaks: speaks
stage: stage
status: Status
stories: stories
story: story
subject: Subject
suffering: suffering
suggesting: suggesting
summary: summary
survival: survival
tale: tale
tarzan: Tarzan
text: Text
that: that
the: The the
themes: themes
this: This this
ties: ties
title: Title
to: to
tribe: tribe
ugambi: Ugambi
unfolding: unfolding
untamed: untamed
upbringing: upbringing
updated: Updated
usa: USA
variety: variety
w: W
where: where
white: white
who: who
wikipedia: Wikipedia
wild: wild
will: will
with: with
world: world
written: written
years: years
